Objeto,Categoria
"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA PAVIMENTAÇÃO E CONSTRUÇÃO DAS ESTAÇÕES REPRESENTATIVAS CATÓLICAS NA RUA DA GRUTA, LOCALIZADA NO MUNICÍPIO DE INGAZEIRA, PERNAMBUCO * https://bnccompras.com *",10205
Contratação de uma empresa especializada para prestação de serviços de estrutura metálica e envelopamento no Centro de Educação Infantil Vereador Arnaldo Petermann. * https://bnccompras.com *,10207
"- Execução dos Serviços Necessários de Manutenção Rodoviária Conservação/Recuperação na Rodovia BR-235/BA, segmentos km 189,0 - km 353,2, km 0,0 - km 0,4 e km 0,0 - km 1,0, sob jurisdição da Unidade Local de Euclides da Cunha/BA, no âmbito ...",10201
"REGISTRO DE PREÇOS PARA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE LIMPEZA PERIÓDICA DE FOSSAS SÉPTICAS COM CAMINHÃO TANQUE ADEQUADO PARA ESTE FIM, ATRAVÉS DE SUCÇÃO COM BOMBA DE ALTA PRESSÃO. * https://bnccompras.com *",20102
"Prestação de Serviços de ampliação e melhoria do Sistema de Abastecimento de Água - Sede do Município de Anamã/AM Termo de Convênio n° 010/2024-UGPE, conforme especificações no Projeto Básico e seus componentes.",10209
"- Contratação de empresa especializada para prestação dos serviços de supervisão da elaboração dos projetos básico e executivo, da execução e supervisão ambiental das obras e demais operações necessárias e suficientes para a duplicação, ...",30101
CONTRATAÇÃO DE SERVIÇOS DESTINADO A AMPLIAÇÃO E/OU REFORMA DE PRÉDIO ESCOLAR - REPASSE FINANCEIRO EMERGENCIAL REFORMA DOS BANHEIROS.,10101
"- O objeto da presente licitação é a prestação do serviço de demolição de imóveis, transporte e destinação dos resíduos em aterro da construção civil, proveniente das edificações irregulares localizadas no entorno da Fortaleza de São Jos...",10101
"Contratação de empresa do ramo para reforma do Centro de Referência de Assistência Social - CRAS, com fornecimento de mão de obra, materiais, ferramentas, equipamentos e softwares necessários à execução dos serviços, de acordo com os projetos,...",10101
"contratação parcelada de empresa de engenharia especializada para prestação dos serviços de manutenções e ampliações de diversas vias e equipamentos públicos no Município de Lagoa Alegre/PI, em atendimento as necessidades da Prefeitura Municip...",10205
"Contratação de empresa especializada na prestação de serviço de reforma, manutenção e adequação de edificações, vias urbanas, infraestrutura, pavimentação convencional, pavimentação método bripar, pavimentação asfáltica em CBUQ e dos d...",10205
- Contratação de empresa de engenharia para execução de 1 um reservatório metálico apoiado para água potável com capacidade de 1.000 m³ com fornecimento de materiais e mão de obra. * www.compras.gov.br *,10209
contratação de empresa especializada para execução de obra da primeira etapa da sede administrativa do Sindicato Rural de São Tiago.,10101
"A futura e eventual contratação de empresa especializada para prestação de serviço horas/maquinas, com Carregadeira, Minicarregadeira, Escavadeira Hidráulica,  Rolo Compactador, Caminhões basculantes, incluso abastecimento, operador, manutenção ...",10201
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A CONSTRUÇÃO DE ESTUFAS AGRÍCOLAS PARA O CULTIVO E DESENVOLVIMENTO DOS MORANGOS NO PARQUE TEMÁTICO CIDADE DO MORANGO NO MUNICÍPIO DE ATIBAIA - SP.,10401
"- Execução dos Serviços de Manutenção no km 710,8 doRodoviária Conservação/Recuperação para Eliminação de Ponto Crítico na Rodovia BR-030/BA, , conforme condições,Subtrecho: ENTR BR-116B - BOA NOVA, sobre jurisdição da Unidade Local de J...",10201
"- Contratação de empresa para executar, sob o regime de execução indireta e empreitada por PREÇOS UNITÁRIOS, os serviços de reforma da Vara do Trabalho de Valença - PI, compreendendo o fornecimento integral de materiais e mão de obra, conforme c...",10101
"- Contratação de empresa para Execução de Serviços de Manutenção Conservação/Recuperação nas Rodovias BR-101/RS, BR-293/RS, BR-392/RS e BR-116/RS, com vistas a execução de Plano Anual de Trabalho e Orçamento P.A.T.O, sob a coordenação da ...",10201
"- Contratação de empresa especializada de engenharia para a execução da obra de construção do novo Fórum da Comarca de FORMOSO DO ARAGUAIA, sob regime de empreitada por preço GLOBAL. * www.compras.gov.br *",10101
Reforma e adequações no prédio 02 do Senac Distrito Criativo. https://egov.paradigmabs.com.br/sesc_senac_rs/Default.aspx,10101
Contratar de empresa especializada para a realização de serviço de mão de obra objetivando a construção do espaço coberto ao ar livre com cobertura em policarbonato alveolar e contrapiso para acesso de veículos na Unidade Básica de Saúde Norte...,10101
"Contratação de empresa especializada em implantação de intervenção de obra de modernização e acessibilidade do Parque Municipal de São Pedro da Serra - RS, com área total aproximada de 1.776,02m²,  conforme descrito nesse edital e seus anexos",10205
"Contratação de profissional especializado para avaliar valor médio do metro quadrado em terreno localizado na SE-100, próximo ao loteamento Luar da Barra, situado na Barra dos Coqueiros/SE com intuito de futura aquisição para construção da Nova s...",30101
"Serviços Especializados de Arquitetura e Engenharia compreendendo a realização de procedimentos administrativos, elaboração de projetos básico, projeto legal e/ou projeto executivo, incluindo todos os seus elementos e aprovações legais, orçament...",30101
"Serviços Especializados de Arquitetura e Engenharia compreendendo a realização de procedimentos administrativos, elaboração de projetos básico, projeto legal e/ou projeto executivo, incluindo todos os seus elementos e aprovações legais, orçament...",30101
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM OBRAS E SERVIÇOS DE ENGENHARIA PARA AMPLIAÇÃO, ADEQUAÇÃO E REFORMA DE CASA DE VELÓRIO. * https://bnccompras.com *",10101
"CONTRAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE SERVIÇOS DE AMPLIAÇÃO POSTO DE SAUDE POVOADO MOENDAS NO MUNICIPIO DE SALGADO/SE, de acordo com as especificações constantes no Projeto Básico e memorial descritivo e demais planilhas, converti...",10101
"serviços de manutenção predial para reforma da cozinha e secretaria contemplando o fornecimento de peças, materiais e toda a mão de obra necessária a execução do serviço contratado conforme planilha de serviços anexa.",10110
Reforma Salas de Aula da Escola Madre Cândida Justina. * https://bllcompras.com *,10101
"IMPLANTAÇÃO DA PRAÇA HERIBALDO ALVES DE GOES NO MUNICÍPIO DE PEDRINHAS/SE, ATRÁVES DE EMENDA PARLAMENTAR. * https://licitanet.com.br *",10205
"CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DOS SERVIÇOS DE REFORMA NA ESCOLA JOÃO ALVES DO MUNICÍPIO DE ENCRUZILHADA - BAHIA, CONFORME PROJETO BÁSICO DE ENGENHARIA.",10101
"Contratação de empresa especializada para instalação de sistema híbrido de geração de energia solar fotovoltaica, compreendendo a elaboração do projeto executivo, a aprovação deste junto à concessionária de energia, o fornecimento, montagem,...",10208
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE OBRAS DE CONSTRUÇÃO DE UM CANAL PARA DRENAGEM DE ÁGUAS PLUVIAIS NO MUNICIPIO DE SANTANA DO MATOS,10205
REVITALIZACAO DE AREAS PUBLICAS,10205
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CONSTRUÇÃO CIVIL, PARA A EXECUÇÃO DO COMPLEXO DE ABASTECIMENTO DE ÁGUA POTÁVEL DO LOTEAMENTO JARDIM CALIFORNIA PT19, PARA ATENDER AS NECESSIDADES DESTA AUTARQUIA NO MUNICÍPIO DE NOVA MUTUM- MT",10209
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO RAMO DE ARQUITETURA OU ENGENHARIA CIVIL PARA EXECUÇÃO DE FECHAMENTO DO NÚCLEO EDUCACIONAL ESCOLA NOSSA SRA DE FÁTIMA NO MUNICÍPIO DE TUPÃ - SP, COM FORNECIMENTO DE MATERIAIS, EQUIPAMENTOS E MÃO DE OBRA.",10101
"CONTRATAÇÃO DE EMPRESA,  INCLUINDO MATERIAL E MÃO DE OBRA, PARA CONSTRUÇÃO DE MURO E  INSTALAÇÃO DE PORTÕES METÁLICOS E CERCAMENTO DA E.E.E.B. ÉRICO  VERÍSSIMO, CONFORME TERMO DE REFERÊNCIA, ESPECIFICAÇÕES TÉCNICAS,  PROJETO EXECUTIVO, PLA...",10307
"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA ADEQUAÇÃO DE ESTRADAS VICINAIS NO MUNICÍPIO DE CUSTÓDIA - PE, CONFORME CONTRATO DE REPASSE Nº 939061/2022/MAPA/CAIXA E DEMAIS DOCUMENTOS QUE COMPÕEM O PROJETO BÁSICO",10201
"Despesa referente a contratação de empresa em regime de empreitada global, com fornecimento de materiais e mão de obra, para execução de pavimentação com bloco intertravado de concreto, drenagem e sinalização para a Rua Aldo Berger, no trecho...",10205
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE PAVIMENTAÇÃO ASFÁLTICA - BAIRRO KM2,10205
"Contratação de empresa especializada para execução das obras de construção de micro posto de saúde a ser implantado na Fazenda Pedrinhas, Zona Rural do Município de Ribeira do Pombal/BA.",10101
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EXECUÇÃO DE OBRAS DE INFRAESTRUTURA URBANA REDE DE ÁGUA, ESGOTO E ELÉTRICA NO DISTRITO INDUSTRIAL DE PRÁDOPOLIS",10205
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA DE ENGENHARIA PARA EXECUÇÃO DOS ""PORTAIS DE ENTRADA NO DISTRITO DE MUQUÉM, NESTE MUNICÍPIO DE MIRABELA/MG"".",10205
CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE OBRAS EM REGIME DE EMPREITADA GLOBAL PARA REFORMA DA COBERTURA E PINTURA DA UBS  POVOADO MIGLIAVACA,10101
"Ccontratação de empresa especializada para a prestação de serviços de engenharia, relativos à REFORMA DA PRAÇA SÃO JOÃO BATISTA NO MUNICIPIO DE AFRÂNIO, conforme solicitação expressa da Secretaria Municipal de Obras e Infraestrutura.",10205
"Contratação de empresa para execução dos serviços de construção da Praça Esportiva no Distrito de Boqueirão, Município de Touros/RN.",10205
"seleção da proposta mais vantajosa para a administração Pública visando a contratação de empresa especializado para execução das obras de construção de 34 trinta e quatro unidades residenciais, em concreto armado, moldado no próprio local, co...",10101
"Contratação de empresa especializada para a prestação de serviços de engenharia, relativos à CONSTRUÇÃO DE QUADRAS POLIESPORTIVAS EM DIVERSOS DISTRITOS DO MUNICÍPIO DE AFRÂNIO/PE, conforme convênios de cooperação técnica e financeira celebr...",10205
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A EXECUÇÃO DA OBRA DE CONSTRUÇÃO DA PRAÇA DA COMUNIDADE SÃO JOSÉ, ZONA RURAL DE CACHOEIRA DO ARARI/PA",10205
"CONTRATAÇÃO DE EMPRESA PARA EXECUTAR A TROCA DA COBERTURA, PINTURA, ADEQUAÇÕES DE ACESSIBILIDADE E INSTALAÇÕES ELÉTRICAS DA ESTRATÉGIA DE SAÚDE FAMILIAR, LOCALIZADA NA RUA MARANHÃO, BAIRRO SANTA GEMA, COM ÁREA DE INTERVENÇÃO DE 270,95 M², I...",10110
Contratação de empresa de engenharia para executar serviços de reforma e ampliação do prédio do Poder Legislativo do Município de Morrinhos/CE,10101
"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO DE EN- GENHARIA, A SABER: ELABORAÇÃO DE ESTUDOS PRELIMINARES, GERENCIAMENTO DE RISCOS.PROJETO BÁSICO E ORÇAMENTO DE REFERÊNCIA, PARA SUBSIDIAR A REALIZAÇÃO DE LICITAÇÃO PARA PRESTAÇÃO DE SE...",30101
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A REVITALIZAÇÃO E PINTURA DO PISO DA QUADRA DE ESPORTES DO BAIRRO TRONCO. * https://bllcompras.com *,10205
"Registro de Preços para contratação de empresa especializada em serviços de mão de obra de calcetaria e assentamento de meio fio para atender as demandas da Secretaria Municipal de Obras, Estradas, Trânsito e Transportes, conforme especificações ...",10201
"Contratação de empresa para execução de serviços de reforma na UBS do Distrito Boa Vista do São Roque, através da Secretaria Municipal de Saúde de Espigão Alto do Iguaçu, Estado do Paraná. * http://www.licitacoes-e.com.br *",10101
"Contratação de empresa para realização de obra para construção de blocos de gavetas mortuárias, no Cemitério Municipal, com fornecimento de material e mão de obra, conforme projeto anexo.",10205
CONTRATAÇÃO DE SERVIÇO COM FORNECIMENTO DE MATERIAL PARA INSTALAÇÃO DE SISTEMA DE TRATAMENTO DE EFLUENTES PARA O MUNICÍPIO DE CHAPECÓ * http://www.licitacoes-e.com.br *,10209
Contratação de empresa especializada para a execução da revisão do Plano Diretor Participativo do Município de Birigui - Secretaria de Desenvolvimento Econômico.,30101
"REGISTRO DE PREÇOS PARA EVENTUAL E FUTURA AQUISIÇÃO DE MATERIAL E MÃO DE OBRA PARA EXTENSÃO E MANUTENÇÃO DE REDE DE ÁGUA DE POÇOS ARTESIANOS LOCALIZADOS NAS COMUNIDADES DE LINHA CANELA, SEGALIN E SÃO MIGUEL DO MUNICÍPIO DE FORMOSA DO SUL/SC. *...",10209
Contratacao de empresa para servicos de manutencao de pocos artesianos com o fornecimento de materiais. * https://bllcompras.com *,10209
"Pavimentação de vias urbanas com 28.318,35m², sendo 15.710,28m² em concreto armado, e 12.608,07m² em pavimentação asfáltica em CBUQ, incluindo serviços preliminares, terraplanagem, base e sub-base, revestimento, meio-fio com sarjeta, serviços d...",10205
Contratação de empresa especializada para Pavimentação Asfáltica e Obras Complementares na Estrada Municipal CJ-09 Capelinha Lote 02 - Bairro Capelinha - Cajati/SP. * https://bllcompras.com *,10201
"CONTRATAÇÃO DE PESSOA JURÍDICA COM HABILIDADE EM ENGENHARIA, PARA OBRA DE CONSTRUÇÃO DE INFRAESTRUTURA - GALPÕES PARA TRIAGEM E ARMAZENAMENTO DE MATERIAIS RECICLÁVEIS NO MUNICÍPIO DE GALILÉIA/MG - COORDENADAS GEOGRÁFICAS 19°0'4.36""S - 41°31'5...",10207
"Pregão Eletrônico 014/2024 realizado para contratação de empresa de engenharia para realizar empreitada global de construção civil de calhas, banheiro de acessibilidade, rampas de acesso e trocas de janelas nas Escolas Municipais, do município de ...",10101
Contratação de empresa para Prestação de serviços de reforma de banheiros e revitalização da Emeb Professor Carlindo Paroli CAIC. * https://bllcompras.com *,10101
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM OBRAS E SERVIÇOS DE ENGENHARIA PARA A CONSTRUÇÃO DO CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS, CONFORME O CONTRATO DE REPASSE OGU MDASCF 943908/2023 - OPERAÇÃO 1088584-83 * https://bllcompras.com *",10101
"Contratação de empresa de engenharia especializada para Contratação de empresa especializada em Engenharia Civil para execução da obra de reforma e ampliação do Destacamento da Polícia Militar - DPM de Rio Bananal, conforme condições, quantida...",10101
"Contratação de empresa especializada, na execução de CONSTRUÇÃO DE CRECHE PROINFÂNCIA TIPO I NO MUNICÍPIO DE CANDEAL - BAHIA, conforme condições, quantidades e exigências estabelecidas neste instrumento e seus anexos * https://bllcompras.com *",10101
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA OBRA DE CONSTRUÇÃO DE ÁREA SOCIAL NO CAMPO DO SÃO JORGE - TORRES RS. * https://bllcompras.com *,10205
"Contratação de empresa para a pavimentação e drenagem de ruas de diversas localidades do município de Camamu, estado da Bahia. * https://licitanet.com.br *",10205
Implantação de bueiro celular no município de Presidente Vargas-MA. * https://licitar.digital *,10205
EXECUÇÃO DE OBRAS CIVIS COM FORNECIMENTO DE MATERIAIS PARA TRAVESSIA DA ADUTORA DE ÁGUA BRUTA SOB RODOVIA EM ARAQUARI * http://www.licitacoes-e.com.br *,10209
"Contratação de empresa especializada para execução da obra de construção de cobertura metálica em arquibancada existente no Estadio Municipal  Randolfo Marra, conforme Estudo Tecnico Preliminar ETP, projeto básico, memorial descritivo, projetos A...",10207
"EXECUÇÃO DAS OBRAS DA ESTAÇÃO ELEVATÓRIA DE ESGOTOS EEE E LINHA DE RECALQUE LR DO JARDIM CENTENÁRIO, NO MUNICÍPIO DE CAMPINAS/SP, COM FORNECIMENTO DE MATERIAIS, EQUIPAMENTOS E MÃO DE OBRA. As obras serão parcialmente financiadas através de recu...",10209
"contratação de pessoa jurídica especializada do ramo de construção civil para a execução da obra de reforma e adequação do Novo Centro Administrativo Municipal, situado na Praça Leopoldino Januário Pereira, sn, centro,no município de Urucâni...",10101
"Contratação de empresa especializada de engenharia para execução de demolição e reconstrução de muro de divisa da Escola Estadual de Ensino Médio Cônego José Leão Hartmann, localizada no município de Canoas",10307
"Contratação de Empresa Especializada em obras de engenharia para execução de obra de CONSTRUÇÃO DE QUADRA DE ESPORTES na Escola Municipal Padre Evêncio Guimarães, neste município de Japoatã/SE, conforme condições, quantidades e exigências es...",10101
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONSTRUÇÃO DE PISTA DE CAMINHADA,10205
"contratação de empresa especializada para execução de obra de reforma e revitalização de toda a construção do Centro de Convenções da PEMARC, localizada na Rua 19, nº 276, Centro, na Cidade de Ibiá/ MG, incluindo materiais e mão de obra, con...",10101
"Contratação de serviços comum de engenharia para construção de dispositivo de controle de entrada de água do lago - Parque do Lago, conforme especificações do memorial descritivo, cronograma físico-financeiro, projeto e planilha orçamentária, ...",10205
"EXECUCAO DE OBRA PARA AMPLIACAO DO SISTEMA DE ABASTECIMENTO DE AGUA - SAA DO MUNICIPIO DE CANDIDO DE ABREU-PR, COM A EXECUCAO DA CONTENCAO DE MARGEM DO RIO UBAZINHO, PASSARELA EM CONCRETO ARMADO, INSTALACOES ELETRICAS E URBANIZACAO COM FORNECIMENTO DE EQ...",10209
"Melhorias em Pavilhões destinados a atividades esportivas nas Comunidades de Suzana, Pinhalzinho e São Caetano.",10205
"CONTRATAÇÃO EMPRESA PARA EXECUÇÃO DE SERVIÇOS DE INFRAESTRUTURA URBANA EM DIVERSAS RUAS DO MUNICÍPIO DE TAQUARIVAI -SP, com fornecimento de mão-de-obra, materiais e equipamentos necessários.",10205
"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS ESPECIALIZADOS DE ENGENHARIA CIVIL, DESTINADOS A CONCLUSÃO DA REFORMA DA CÂMARA MUNICIPAL DE VEREADORES DE CAPIM GROSSO - BAHIA * https://licitanet.com.br *",10101
"REGISTRO DE PREÇOS PARA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CONSTRUÇÃO DE ALAMBRADO, COM AQUISIÇÃO DOS MATERIAIS, PARA ATENDER AS NECESSIDADES DA SEÇÃO OPERACIONAL DE CAMPO DO DAEPA. * https://licitanet.com.br *",10307
"CONTRATACAO DE SERVICOS DE DETECCAO DE VAZAMENTOS EM REDES, RAMAIS, CAVALETES E OUTROS COMPONENTES DO SISTEMA DE DISTRIBUICAO DE AGUA NA AREA DE ABRANGENCIA DA GERENCIA REGIONAL DE GUARAPUAVA   GRGA, CONFORME DETALHADO NOS ANEXOS DO EDITAL.",10209
"CONSTRUÇÃO DE UMA ESCOLA DE ENSINO MÉDIO URBANA TIPO II 12 SALAS PICI DAS PEDREIRAS, MUNICÍPIO DE FORTALEZA - CE.",10101
"CONSTRUÇÃO DA EEM TIPO II+LABORATÓRIO, COM 12 SALAS DE AULA, NO MUNICÍPIO DE ORÓS - CE",10101
"CONSTRUÇÃO DE UMA ESCOLA DE ENSINO MÉDIO TIPO I 12 SALAS, NO MUNICÍPIO DE PARACURU",10101
CONSTRUÇÃO DE GALPÃO PARA EVENTOS NO POVOADO COTOVELO NA ZONA RURAL DO MUNICÍPIO DE SEBASTIÃO LEAL - PI. * https://licitanet.com.br *,10207
"PRESTAÇÃO DE SERVIÇOS DE OPERAÇÃO, MANUTENÇÃO PREVENTIVA E CORRETIVA DA INFRAESTRUTURA DE ALIMENTAÇÃO ELETRICA EM CORRENTE CONTINUA DO SISTEMA TRÓLEBUS DA CIDADE DE SÃO PAULO",10208
"É objeto do presente Edital o credenciamento de pessoas jurídicas para prestação de serviços elétricos e hidráulicos, a serem executados conforme demanda, conforme especificações e quantidades constantes neste Edital e no Termo de Referência em...",10110
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS, COM MATERIAIS INCLUSOS, PARA CONSTRUÇÃO DO PORTAL DO RECINTO DO PARQUE DE EXPOSIÇÃO LUDOVICO PAUKA E REFORMA DA ENTRADA PRINCIPAL, COM ÁREA DE PARA REFORMA 73,44m², ÁREA DE AMPLIA...",10205
"Ampliação e reforma do Colégio Municipal Mãe Ana, no município de Santa Brígida, Bahia. * https://licitanet.com.br *",10101
CONTRATAÇÃO DE PESSOA JURÍDICA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO DE MEDICINA E SEGURANÇA DO TRABALHO,30101
"Futura e eventual contratação de empresa especializada na Prestação de Serviços de atualização Base Cartográfica Digital Georreferenciada com a criação de mapa MDT e MDS, ortofotos e perfilamento a laser, atualização da Planta Genérica de Va...",40101
Prestação de serviços limpeza de fossa * https://licitanet.com.br *,20102
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS, COM MATERIAIS INCLUSOS, PARA CONSTRUÇÃO DE CALÇADAS EM PAVER, COM ÁREA DE 2.182,07, EM VÁRIAS VIAS PÚBLICAS, NESTE MUNICÍPIO, ATRAVÉS DO DEPARTAMENTO MUNICIPAL DE VIAÇÃO, OBRAS...",10205
PRESTAÇÃO DE SERVIÇOS ESPECIALIZADOS DE ENGENHARIA PARA EXECUÇÃO DE OBRA PARA A IMPLANTAÇÃO DO CORREDOR MIGUEL YUNES.,10201
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PRESTAÇÃO DE SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DE UMA UNIDADE BÁSICA DE SAÚDE, PORTE 01, NO BAIRRO TIMBÓ MANGUEIRAS NO MUNICÍPIO DE ESPLANADA - BA, COM FORNECIMENTO DE MÃO DE OBRA, EQUIPAMENTOS E M...",10101
"Contratação de empresa de engenharia para IMPLANTAÇÃO DO SISTEMA DE PREVENÇÃO/COMBATE A INCÊNDIO E PÂNICO, A SER EXECUTADO NA SEDE DA FUNDAÇÃO DE ENSINO TÉCNICO INTENSIVO - FETI, CONFORME PROJETO APROVADO NO CORPO DE BOMBEIROS MILITAR DE MINAS...",10110
"REFERE-SE À CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS, INCLUINDO O FORNECIMENTO DE MATERIAIS, PARA SUBSTITUIÇÃO DE BRAÇOS E LUMINÁRIAS COM LÂMPADAS VAPOR DE MERCÚRIO E DE SÓDIO, POR LUMINÁRIAS DE LED, NA CIDADE DE MONTE CARMELO-MG, ...",10208
"CONTRATAÇÃO DE EMPRESA PARA EXECUTAR OS SERVIÇOS DE IMPLANTAÇÃO DO SISTEMA TRIFÁSICO COM INSTALAÇÃO DE SUBESTAÇÃO DE 112,50KVA EM TRÊS ESCOLAS NO MUNICIPIO DE AFOGADOS DA INGAZEIRA/PE. LOCALIDADES: ESCOLA JOSÉ RODRIGUES DE BRITO, ESCOLA DOMIN...",10208
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇO DE PAVIMENTAÇÃO EM CONCRETO EM VIA URBANA COM DRENAGEM SUPERFICIAL NO MUNICÍPIO DE ALTO PARAÍSO-RO. * https://licitanet.com.br *,10205
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO RAMO DA ENGENHARIA PARA CONSTRUÇÃO DE PLAYGROUNDS EM DIVERSAS PRAÇAS PÚBLICAS DESTE MUNICIPIO; CONFORME PROJETO EXECUTIVO * https://licitanet.com.br *,10205
CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DE OBRA DE REFORMA NO RESERVATORIO INFERIOR NA UNIDADE DO SESC SÃO PAULO DO POTENGI  ,10209
"Contratação de empresa de engenharia, especializada no ramo Construção Civil, para execução de Reforma e Ampliação da E.M.E.F. ""ARQUIMEDES FERNANDES, na Rua Piaui, n.º 2965, Setor 02, neste município de Mirante da Serra - RO, conforme condiçõ...",10101
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ENGENHARIA, TENDO COMO OBJETO A REFORMA E AMPLIAÇÃO DA CRECHE MUNICIPAL I E II MUNDO ENCANTADO OLAIZA DA CRUZ FIGUEIREDO, CONVÊNIO N° 112/2024/PGE-SEDUC, ESPECIFICAÇÕES E CONDIÇÕES COMPLEMENTARES DESCRITA...",10101
"O objetivo do presente CHAMAMENTO é selecionar, dentre os participantes que se apresentarem, a melhor proposta de acordo com as regras estabelecidas neste termo, visando à contratação de empresa especializada, com FORNECIMENTO DE MATERIAL E MÃO-DE-O...",10204
Elaboração de estudo visando a definição de diretrizes técnicas e estratégias institucionais para subsidiar a integração do planejamento das Unidades de Gerenciamento de Recursos Hídricos UGRHIs da Bacia do Rio Tietê * https://sistema.novobbmn...,30201
"Construção de 50 cinquenta unidades habitacionais, através do processo nº 79.009.442-2024, convenio nº 1146/2024/AGEHAB, para atender as famílias do Município de Cara-col/MS através do programa Bem-Morar * https://bllcompras.com *",10101
"CONTRATAÇÃO DE EMPRESA QUALIFICADA PARA EXECUÇÃO DE ALAMBRADO EM MOURÕES DE CONCRETO, PARA FECHAMENTO DE ÁREA PÚBLICA, LOCALIZADA NO MUNICÍPIO DE PARAÍSO DAS ÁGUAS - MS",10307
O objeto da presente dispensa é a escolha da proposta mais vantajosa para a Contratação de empresa de engenharia para execução serviço de Roço em Diversas localidades do Carnaubeira da Penha.. com COTAS EXCLUSIVAS PARA PARTICIPAÇÃO de Empresa de...,20203
Contratação de empresa para a construção de passagens molhadas nos distritos de Penedo e Papara no Município de Maranguape-CE - https://licitamaisbrasil.com.br,10201
Contratação de empresa para execução das obras remanescentes de reforma do Teatro Municipal Dr. Pedro Gomes de Matos de interesse da Secretaria de Infraestrutura do Município de Maranguape/CE. - https://licitamaisbrasil.com.br,10101
"Registro de Preços para possível prestação de serviço de mão de obra para construção de passeio calçada ou piso de concreto moldado in loco, execução de muro de concreto, alvenaria de vedação de blocos vazados de concreto",10205
"Execução da obra de construção do novo Fórum da Comarca de Medina, conforme especificações técnicas, Projeto Básico e demais anexos, partes integrantes e inseparáveis do Edital.",10101
CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DOS SERVIÇOS DE AMPLIAÇÃO DA UBS JUCA CABRAL,10101
"Serviço de Manutenção e Pintura, na Sede da 3ª CIA PM do 27º BPM/I, localizado no Município de Bariri/SP",10110
"Contratação de empresa especializada para execução de serviços de Regularização Fundiária de Interesse Social, nas áreas localizadas nos Municípios de ANTÔNIO OLINTO E GENERAL CARNEIRO. * http://www.licitacoes-e.com.br *",30101
"Credenciamento de empresas do ramo da construção civil para Elaboração de Projeto e Construção de Unidades Habitacionais de Interesse Social, destinadas ao público alvo definido para o Programa Minha Casa Minha Vida, instituído pela Lei Federal N...",10101
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REALIZAR A PRESTAÇÃO DE SERVIÇOS PARA ELABORAÇÃO DA LICENÇA DE OPERAÇÃO DE REGULARIZAÇÃO PARA A ATIVIDADE DE LAVRA DE SAIBRO A CEU ABERTO COM RECUPERAÇÃO DE AREA DEGRADADA, JUNTO AO ORGÃO AMBIENTAL.",30201
CONTRATAÇÃO DE EMPRESA PARA REFORMA DO S.C.F.V - CRAS DE GARRAFÃO DO NORTE.,10101
"CONTRATAÇÃO DE EMPRESA PARA CONSTRUÇÃO DA CRECHE POR TODO PARÁ, DE GARRAFÃO DO NORTE, CONFORME CONVÊNIO 015/2024.",10101
